HGNC ID	Approved symbol	NCBI Gene ID	Ensembl gene ID	pmid_count
HGNC:35907	RPS10P19	100271350		1
HGNC:35906	RPS10P21	100271351	ENSG00000232881	1
HGNC:36595	RPS12P16	100271352	ENSG00000215184	1
HGNC:35705	RPS12P17	100271353	ENSG00000233163	1
HGNC:36421	RPS12P18	100271354	ENSG00000232965	1
HGNC:36142	RPS15AP21	100271357		2
HGNC:36764	RPS15AP16	100271358	ENSG00000239483	1
HGNC:36773	RPS15AP26	100271359		1
HGNC:36524	RPS15AP18	100271360	ENSG00000242979	1
HGNC:36623	RPS15P7	100271361		1
HGNC:36741	RPS16P6	100271362		1
HGNC:35931	RPS17P15	100271363	ENSG00000239354	1
HGNC:36901	RPS18P13	100271364	ENSG00000243455	1
HGNC:36317	RPS21P6	100271365		1
HGNC:35577	RPS21P7	100271366		1
HGNC:36511	RPS23P6	100271367	ENSG00000241641	1
HGNC:36745	RPS24P18	100271371	ENSG00000243925	1
HGNC:36078	RPS25P10	100271372		1
HGNC:36936	RPS25P9	100271373	ENSG00000232142	1
HGNC:36867	RPS27AP5	100271374		1
HGNC:36361	RPS27AP8	100271375	ENSG00000237483	1
HGNC:35630	RPS27AP9	100271376	ENSG00000242706	1
HGNC:36570	RPS27AP10	100271377	ENSG00000240974	1
HGNC:36530	RPS27AP14	100271378	ENSG00000236594	1
HGNC:35817	RPS27AP15	100271379	ENSG00000229753	1
HGNC:36296	RPS27P18	100271380	ENSG00000233135	1
HGNC:36938	RPS28P8	100271381	ENSG00000226093	1
HGNC:36118	RPS29P19	100271383	ENSG00000243353	1
HGNC:35799	RPS29P22	100271384	ENSG00000240873	1
HGNC:35951	RPS4XP12	100271385	ENSG00000244400	1
HGNC:36437	RPS4XP20	100271386	ENSG00000249987	1
HGNC:35840	RPL12P43	100271387	ENSG00000234524	1
HGNC:37009	RPL17P49	100271388	ENSG00000231211	1
HGNC:35530	RPL21P81	100271389		1
HGNC:35865	RPL21P132	100271390	ENSG00000183911	1
HGNC:36003	RPL21P133	100271391	ENSG00000236509	1
HGNC:35666	RPL31P63	100271392	ENSG00000236735	1
HGNC:36547	RPL32P35	100271393	ENSG00000223995	1
HGNC:36856	RPL36P18	100271394	ENSG00000235656	1
HGNC:36201	RPL37P24	100271395		1
HGNC:36431	RPL39P24	100271396		1
HGNC:36645	RPL7AP44	100271398		1
HGNC:35754	RPL7AP71	100271399	ENSG00000234566	1
HGNC:35858	RPS26P56	100271400	ENSG00000226339	1
HGNC:36537	RPS26P57	100271401		1
HGNC:36830	RPS29P28	100271402	ENSG00000232069	1
HGNC:36811	RPL12P26	100271404	ENSG00000236171	1
HGNC:35970	RPL12P30	100271405	ENSG00000242353	1
HGNC:37025	RPL12P31	100271406	ENSG00000241228	1
HGNC:36168	RPL12P34	100271407	ENSG00000229824	1
HGNC:36598	RPL12P36	100271408	ENSG00000242423	1
HGNC:35976	RPL12P39	100271410	ENSG00000237314	1
HGNC:36854	RPL17P37	100271411	ENSG00000241590	1
HGNC:36672	RPL17P40	100271413	ENSG00000241067	1
HGNC:35618	RPL17P45	100271414	ENSG00000267664	1
HGNC:36089	RPL17P47	100271415		1
HGNC:36997	RPL17P48	100271416		1
HGNC:36219	RPL17P38	100271417		1
HGNC:36749	RPL17P42	100271418		1
HGNC:36202	RPL17P46	100271419	ENSG00000239689	1
HGNC:36624	RPL18AP14	100271420	ENSG00000223733	1
HGNC:35714	RPL21P88	100271421	ENSG00000238263	1
HGNC:36474	RPL21P89	100271422	ENSG00000229870	1
HGNC:35548	RPL21P90	100271423	ENSG00000227805	1
HGNC:36450	RPL21P91	100271424	ENSG00000224907	1
HGNC:35568	RPL21P94	100271425		1
HGNC:36097	RPL21P95	100271427		1
HGNC:36790	RPL21P96	100271428		1
HGNC:36628	RPL21P99	100271429	ENSG00000242986	1
HGNC:36048	RPL21P100	100271430		1
HGNC:35733	RPL21P101	100271431		1
HGNC:36295	RPL21P102	100271432		1
HGNC:36732	RPL21P103	100271433	ENSG00000241423	1
HGNC:35496	RPL21P108	100271434	ENSG00000232701	1
HGNC:36918	RPL21P104	100271435	ENSG00000242922	1
HGNC:36388	RPL21P109	100271437	ENSG00000237816	1
HGNC:35627	RPL21P110	100271438	ENSG00000226617	1
HGNC:36564	RPL21P111	100271439	ENSG00000237109	1
HGNC:36563	RPL21P113	100271440		1
HGNC:36776	RPL21P114	100271441		1
HGNC:35878	RPL21P115	100271443		1
HGNC:36101	RPL21P116	100271444	ENSG00000243711	1
HGNC:36429	RPL21P121	100271445	ENSG00000237382	1
HGNC:35954	RPL21P118	100271446		1
HGNC:36990	RPL21P122	100271447		1
HGNC:35691	RPL21P123	100271448	ENSG00000240531	1
HGNC:35959	RPL21P126	100271449	ENSG00000242320	1
HGNC:36060	RPL21P124	100271450		1
HGNC:36747	RPL21P129	100271451	ENSG00000242636	1
HGNC:36099	RPL21P127	100271452	ENSG00000243720	1
HGNC:36453	RPL21P130	100271453		1
HGNC:35547	RPL22P21	100271455	ENSG00000233979	1
HGNC:36497	RPL23AP27	100271456	ENSG00000225669	1
HGNC:36727	RPL23AP28	100271457	ENSG00000226331	2
HGNC:36355	RPL23AP29	100271458	ENSG00000214024	1
HGNC:35617	RPL23AP30	100271459	ENSG00000226658	1
HGNC:35777	RPL23AP31	100271460	ENSG00000232625	1
HGNC:36470	RPL23AP39	100271461	ENSG00000214074	1
HGNC:35587	RPL23AP40	100271462	ENSG00000242321	1
HGNC:36040	RPL23AP51	100271464	ENSG00000269721	1
HGNC:36723	RPL23AP52	100271465	ENSG00000230370	1
HGNC:36689	RPL23AP54	100271466	ENSG00000240486	1
HGNC:35997	RPL23AP55	100271467	ENSG00000243265	1
HGNC:36907	RPL26P31	100271469	ENSG00000242807	2
HGNC:36249	RPL26P34	100271470	ENSG00000225404	1
HGNC:36735	RPL26P27	100271471	ENSG00000226493	1
HGNC:35675	RPL29P22	100271472	ENSG00000239924	1
HGNC:36577	RPL29P29	100271474	ENSG00000225289	1
HGNC:35600	RPL31P51	100271475		1
HGNC:36607	RPL31P52	100271476	ENSG00000219355	1
HGNC:35749	RPL31P53	100271477	ENSG00000225352	1
HGNC:36336	RPL31P56	100271478	ENSG00000240760	1
HGNC:35559	RPL31P46	100271479		1
HGNC:36975	RPL31P59	100271480	ENSG00000240364	1
HGNC:36124	RPL31P47	100271481	ENSG00000233541	1
HGNC:36569	RPL31P62	100271482		1
HGNC:36077	RPL31P54	100271483	ENSG00000229865	1
HGNC:35862	RPL31P58	100271485	ENSG00000243053	1
HGNC:36123	RPL31P60	100271486	ENSG00000239988	1
HGNC:35635	RPL31P61	100271487	ENSG00000243297	1
HGNC:36024	RPL32P32	100271488		1
HGNC:36722	RPL32P24	100271489		1
HGNC:35721	RPL32P25	100271490		1
HGNC:36027	RPL32P26	100271491	ENSG00000241941	1
HGNC:36729	RPL32P30	100271492		1
HGNC:36231	RPL32P33	100271493	ENSG00000243514	1
HGNC:36925	RPL34P19	100271494	ENSG00000230240	1
HGNC:35677	RPL34P21	100271495	ENSG00000244451	1
HGNC:36454	RPL34P22	100271498	ENSG00000244267	1
HGNC:35820	RPL34P23	100271499	ENSG00000243669	1
HGNC:36781	RPL34P28	100271500		1
HGNC:35895	RPL34P25	100271501		1
HGNC:36902	RPL34P32	100271502		1
HGNC:35631	RPL34P29	100271503	ENSG00000244551	1
HGNC:35798	RPL34P35	100271504		1
HGNC:36477	RPL34P30	100271505		1
HGNC:36814	RPL35AP21	100271506	ENSG00000229814	1
HGNC:35932	RPL35AP22	100271507	ENSG00000235133	1
HGNC:36252	RPL36AP24	100271508		1
HGNC:36702	RPL36AP28	100271509		1
HGNC:36897	RPL36AP29	100271510	ENSG00000224683	1
HGNC:36216	RPL36AP30	100271511		1
HGNC:36540	RPL36AP32	100271512		1
HGNC:35882	RPL36AP34	100271513		1
HGNC:35576	RPL37P19	100271515		1
HGNC:36256	RPL37P21	100271516	ENSG00000236433	1
HGNC:37002	RPL39P25	100271517	ENSG00000227271	1
HGNC:35900	RPL39P26	100271518	ENSG00000240454	1
HGNC:36979	RPL39P30	100271519		1
HGNC:35619	RPL39P28	100271520	ENSG00000244432	1
HGNC:36315	RPL39P33	100271521	ENSG00000243058	1
HGNC:35808	RPL39P29	100271522	ENSG00000236860	1
HGNC:36528	RPL39P34	100271523	ENSG00000242255	1
HGNC:35815	RPL39P35	100271524		1
HGNC:36488	RPL39P31	100271525	ENSG00000242176	1
HGNC:36076	RPL39P36	100271526	ENSG00000239912	1
HGNC:36282	RPL39P37	100271528		1
HGNC:36935	RPL39P38	100271529	ENSG00000241464	1
HGNC:36514	RPL39P39	100271530	ENSG00000231005	1
HGNC:35823	RPL39P40	100271531	ENSG00000226580	1
HGNC:35941	RPL39P41	100271532		1
HGNC:36826	RPL7AP51	100271533	ENSG00000226448	1
HGNC:36233	RPL7AP52	100271534	ENSG00000225354	1
HGNC:36314	RPL7AP55	100271535		1
HGNC:35585	RPL7AP56	100271536	ENSG00000242834	1
HGNC:36551	RPL7AP57	100271537	ENSG00000242248	1
HGNC:35859	RPL7AP60	100271538	ENSG00000213152	1
HGNC:35482	RPL7AP61	100271539	ENSG00000233291	1
HGNC:35537	RPL7AP67	100271542		1
HGNC:37031	RPL7AP65	100271543	ENSG00000228000	1
HGNC:36697	RPL7AP69	100271545	ENSG00000268483	1
HGNC:36532	RPS10P25	100271546		1
HGNC:35829	RPS10P20	100271547	ENSG00000240443	1
HGNC:36321	RPS10P26	100271548		1
HGNC:36187	RPS12P20	100271549	ENSG00000244134	1
HGNC:36464	RPS12P21	100271550	ENSG00000243930	1
HGNC:35561	RPS12P24	100271551	ENSG00000230283	1
HGNC:35892	RPS12P27	100271552	ENSG00000240435	1
HGNC:36972	RPS12P28	100271553	ENSG00000240494	1
HGNC:36813	RPS12P30	100271555		1
HGNC:35571	RPS12P32	100271556		1
HGNC:36305	RPS15AP22	100271557		1
HGNC:36718	RPS15AP23	100271558		1
HGNC:36452	RPS20P28	100271560		1
HGNC:36237	RPS20P29	100271561		1
HGNC:36626	RPS20P30	100271562		1
HGNC:35767	RPS20P31	100271563	ENSG00000240925	1
HGNC:36725	RPS20P33	100271564	ENSG00000242085	1
HGNC:36668	RPS20P34	100271565		1
HGNC:36929	RPS20P35	100271566		1
HGNC:36062	RPS26P41	100271567	ENSG00000237139	1
HGNC:36243	RPS26P42	100271568	ENSG00000232437	1
HGNC:36927	RPS26P44	100271569		1
HGNC:36944	RPS26P45	100271570	ENSG00000241765	1
HGNC:36675	RPS26P43	100271571	ENSG00000244641	1
HGNC:35807	RPS26P46	100271572		1
HGNC:35519	RPS26P48	100271574	ENSG00000239438	1
HGNC:35514	RPS26P49	100271575	ENSG00000239365	1
HGNC:36254	RPS26P51	100271576		1
HGNC:36863	RPS26P52	100271577	ENSG00000242307	1
HGNC:36333	RPS27P20	100271581	ENSG00000240121	1
HGNC:36904	RPS27P26	100271583	ENSG00000240043	1
HGNC:36020	RPS27P25	100271584	ENSG00000239881	1
HGNC:36043	RPS27P27	100271585	ENSG00000244043	1
HGNC:36748	RPS27P28	100271586		1
HGNC:36491	RPS29P20	100271587	ENSG00000240385	1
HGNC:35779	RPS29P23	100271588	ENSG00000231361	1
HGNC:35794	RPS29P24	100271589	ENSG00000244253	1
HGNC:35649	RPS29P25	100271590	ENSG00000243581	1
HGNC:36490	RPS29P26	100271591	ENSG00000239320	1
HGNC:35836	RPS29P27	100271592	ENSG00000240320	1
HGNC:36691	RPS3AP37	100271593	ENSG00000227583	1
HGNC:36145	RPS3AP38	100271594	ENSG00000226318	1
HGNC:37000	RPS3AP41	100271595	ENSG00000239481	1
HGNC:36338	RPS3AP46	100271596	ENSG00000226132	1
HGNC:35605	RPS3AP42	100271597	ENSG00000244244	1
HGNC:35480	RPS3AP51	100271600		1
HGNC:37018	RPS3AP50	100271601	ENSG00000243864	1
HGNC:36155	RPL10AP13	100271602		1
HGNC:36209	RPL13AP24	100271603		1
HGNC:36991	RPL18AP12	100271604		1
HGNC:36544	RPL27AP8	100271605	ENSG00000229423	2
HGNC:36835	RPL37AP9	100271606		1
HGNC:35495	RPS15AP30	100271607	ENSG00000227560	1
HGNC:35639	RPL36AP35	100271610	ENSG00000231810	1
HGNC:36517	RPL36AP53	100271611	ENSG00000224664	1
HGNC:35831	RPL36AP54	100271612		1
HGNC:37011	RPS15AP27	100271613	ENSG00000236783	1
HGNC:36138	RPL23AP58	100271616	ENSG00000228657	1
HGNC:36276	RPL23AP62	100271617	ENSG00000213233	1
HGNC:36920	RPL23AP59	100271618	ENSG00000215002	1
HGNC:36030	RPL23AP70	100271619	ENSG00000241052	1
HGNC:35940	RPL23AP66	100271620	ENSG00000243141	1
HGNC:35736	RPL23AP72	100271621	ENSG00000239840	1
HGNC:36658	RPL23AP67	100271622	ENSG00000240991	1
HGNC:36625	RPL23AP69	100271623	ENSG00000235315	1
HGNC:35518	RPL23AP78	100271624	ENSG00000269244	1
HGNC:36443	RPL23AP73	100271625	ENSG00000244283	1
HGNC:36226	RPL23AP79	100271626		1
HGNC:36246	RPL23AP81	100271627	ENSG00000242748	1
HGNC:36465	RPL35AP26	100271630	ENSG00000243607	1
HGNC:35544	RPL35AP24	100271631	ENSG00000230166	1
HGNC:36269	RPL35AP32	100271632	ENSG00000243404	1
HGNC:36045	RPL35AP23	100271633	ENSG00000264217	1
HGNC:36950	RPL35AP33	100271634	ENSG00000241334	1
HGNC:35979	RPL35AP27	100271635		1
HGNC:36677	RPL35AP35	100271636	ENSG00000239256	1
HGNC:36480	RPL35AP28	100271637	ENSG00000242041	1
HGNC:35569	RPL35AP29	100271638		1
HGNC:36751	RPL35AP30	100271639	ENSG00000226729	1
HGNC:36284	RPL35AP31	100271640	ENSG00000233460	1
HGNC:36324	RPL35AP34	100271641		1
HGNC:35594	RPL36AP38	100271642		1
HGNC:36074	RPL36AP39	100271643	ENSG00000230980	1
HGNC:35813	RPL36AP41	100271644	ENSG00000242087	1
HGNC:36277	RPL36AP42	100271645		1
HGNC:36791	RPL36AP43	100271646	ENSG00000241362	1
HGNC:35624	RPL36AP47	100271647		1
HGNC:36372	RPL36AP50	100271648		1
HGNC:35879	RPS15AP32	100271649	ENSG00000242461	1
HGNC:36803	RPS15AP36	100271650	ENSG00000213013	1
HGNC:36173	RPS15AP37	100271651		1
HGNC:36960	RPS15AP31	100271652		1
HGNC:36178	RPS15AP33	100271654		1
HGNC:36523	RPS15AP38	100271655	ENSG00000237668	1
HGNC:42032	NONOP2	100271700	ENSG00000237522	1
HGNC:48634	LINC00940	100271702	ENSG00000235049	1
HGNC:43762	HAUS1P3	100271703	ENSG00000253226	0
HGNC:37252	ARHGEF33	100271715	ENSG00000214694	4
HGNC:48583	LINC00899	100271722	ENSG00000231711	3
HGNC:49860	SMG1P3	100271836	ENSG00000180747	4
HGNC:39051	ERVV-2	100271846	ENSG00000268964	7
HGNC:6995	MEF2B	100271849	ENSG00000213999	40
HGNC:39697	RBM22P4	100271870	ENSG00000277769	0
HGNC:39695	RBM22P2	100271871	ENSG00000213411	0
HGNC:34515	AIRN	100271873	ENSG00000268257	6
HGNC:42793	ZNRF2P2	100271874	ENSG00000225264	2
HGNC:39731	SMARCE1P1	100271884	ENSG00000225215	0
HGNC:49778	SAMM50P1	100271893	ENSG00000224488	0
HGNC:49230	MKI67P1	100271918	ENSG00000270499	3
HGNC:35202	RASA4B	100271927	ENSG00000170667	4
HGNC:44191	NFE2L3P2	100272146		2
HGNC:35428	CMC4	100272147	ENSG00000182712	16
HGNC:39255	TATDN2P2	100272205	ENSG00000218226	0
HGNC:45125	RPAP2P1	100272220	ENSG00000270874	0
HGNC:48579	LINC00894	100272228	ENSG00000235703	5
HGNC:44113	BCDIN3D-AS1	100286844	ENSG00000258057	4
HGNC:44040	NDUFS5P2	100286918	ENSG00000234226	0
HGNC:37820	NMD3P2	100286929	ENSG00000231504	0
HGNC:44167	VPS13A-AS1	100286938	ENSG00000232998	0
HGNC:48739	APOOP1	100286948	ENSG00000270560	0
HGNC:49331	HSPE1P12	100286954	ENSG00000235930	1
HGNC:43844	DEFB109C	100286963	ENSG00000205989	3
HGNC:38594	TSPY23P	100286964	ENSG00000229159	1
HGNC:42880	CBX3P8	100286965	ENSG00000254496	0
HGNC:18796	UBDP1	100286971	ENSG00000225797	0
HGNC:44150	ANAPC1P1	100286979	ENSG00000233673	0
HGNC:38522	TSPY22P	100286996	ENSG00000229940	0
HGNC:44098	FAM86KP	100287013	ENSG00000163612	0
HGNC:34547	DSTNP3	100287016		0
HGNC:38524	TTTY25P	100287026	ENSG00000259247	0
HGNC:14125	DDX11L10	100287029	ENSG00000233614	1
HGNC:43746	FAM90A26	100287045	ENSG00000229924	2
HGNC:38101	TSPY21P	100287055	ENSG00000237902	0
HGNC:49562	GEMIN2P2	100287063	ENSG00000235339	2
HGNC:38061	DEFB131D	100287066	ENSG00000237215	0
HGNC:52116	MTCO1P51	100287067	ENSG00000232981	0
HGNC:50516	GACAT2	100287082	ENSG00000265962	7
HGNC:33599	DEFT1P2	100287083	ENSG00000232039	5
HGNC:13142	ZNF72P	100287084	ENSG00000184624	1
HGNC:31827	OCIAD2P1	100287085		0
HGNC:42030	H3P36	100287087	ENSG00000236534	1
HGNC:38167	ATP5MGP5	100287091	ENSG00000242561	1
HGNC:51556	TONSL-AS1	100287098	ENSG00000232600	2
HGNC:37102	DDX11L1	100287102	ENSG00000223972	2
HGNC:42755	LINC00421	100287114	ENSG00000236834	1
HGNC:5564	IGHV1OR15-2	100287128	ENSG00000259337	2
HGNC:48832	CICP28	100287136		0
HGNC:35143	HSPD1P14	100287140	ENSG00000227000	1
HGNC:44438	USP17L10	100287144	ENSG00000231396	18
HGNC:38547	TTTY29P	100287167		0
HGNC:24361	WASHC1	100287171	ENSG00000181404	33
HGNC:44888	UBE2V1P5	100287173	ENSG00000226582	0
HGNC:48331	EML2-AS1	100287177	ENSG00000267757	1
HGNC:44439	USP17L11	100287178	ENSG00000233136	19
HGNC:50457	NUTF2P8	100287183	ENSG00000270654	0
HGNC:48777	HNRNPA1P47	100287191	ENSG00000236695	0
HGNC:38022	ISCA2P1	100287193	ENSG00000226912	1
HGNC:38104	RAB9AP1	100287200	ENSG00000232910	0
HGNC:44440	USP17L12	100287205	ENSG00000227551	20
HGNC:44640	UBL5P2	100287215	ENSG00000266282	0
HGNC:44168	SH3RF3-AS1	100287216	ENSG00000259863	2
HGNC:52295	LINC01630	100287225	ENSG00000227115	3
HGNC:32464	ZNF729	100287226	ENSG00000196350	2
HGNC:41028	TIPARP-AS1	100287227	ENSG00000243926	3
HGNC:37630	BRD7P4	100287229	ENSG00000218676	0
HGNC:38109	RAB9AP5	100287234	ENSG00000231423	0
HGNC:44441	USP17L13	100287238	ENSG00000232399	18
HGNC:38111	CSPG4P3Y	100287261	ENSG00000172342	0
HGNC:48771	HNRNPA1P42	100287266	ENSG00000233615	0
HGNC:44442	USP17L14P	100287270	ENSG00000249482	17
HGNC:13987	USP8P1	100287272	ENSG00000214892	1
HGNC:39840	PCOTHP1	100287275	ENSG00000205850	0
HGNC:44889	UBE2V1P6	100287279	ENSG00000235995	0
HGNC:40023	MANSC4	100287284	ENSG00000205693	1
HGNC:38523	LINC00265-2P	100287296	ENSG00000224827	0
HGNC:44444	USP17L16P	100287302	ENSG00000250231	17
HGNC:48635	LINC00941	100287314	ENSG00000235884	6
HGNC:39871	KRT8P37	100287325	ENSG00000213771	0
HGNC:44445	USP17L17	100287327	ENSG00000249104	19
HGNC:30901	VENTXP2	100287345	ENSG00000215037	1
HGNC:53688	PPIAP64	100287361	ENSG00000236259	0
HGNC:37325	PRSS46P	100287362	ENSG00000261603	4
HGNC:44446	USP17L18	100287364	ENSG00000250844	19
HGNC:43666	OSTM1-AS1	100287366	ENSG00000225174	4
HGNC:49323	HSPE1P4	100287369	ENSG00000258153	0
HGNC:5637	IGHV3OR16-13	100287372	ENSG00000271178	1
HGNC:38056	LIN28AP2	100287388	ENSG00000228473	0
HGNC:48327	POTEB2	100287399	ENSG00000230031	4
HGNC:44447	USP17L19	100287404	ENSG00000248920	19
HGNC:52296	CDK8P2	100287419	ENSG00000227368	0
HGNC:44448	USP17L20	100287441	ENSG00000250745	19
HGNC:42100	MTND1P8	100287461	ENSG00000263177	0
HGNC:38536	LINC00265-3P	100287470	ENSG00000233944	1
HGNC:45210	NPM1P31	100287472	ENSG00000214807	0
HGNC:44449	USP17L21	100287478	ENSG00000249811	19
HGNC:43561	SMKR1	100287482	ENSG00000240204	0
HGNC:49169	ELOCP28	100287483	ENSG00000105694	0
HGNC:43930	GCSHP4	100287495	ENSG00000256171	0
HGNC:38535	CSPG4P4Y	100287502	ENSG00000172294	0
HGNC:51529	BRWD1P2	100287505	ENSG00000258290	0
HGNC:44500	RPS3AP53	100287512	ENSG00000227578	0
HGNC:44450	USP17L22	100287513	ENSG00000248933	19
HGNC:37865	GLYATL1B	100287520	ENSG00000255151	0
HGNC:38475	IGLL4P	100287528	ENSG00000276427	1
HGNC:38106	RAB9AP2	100287542	ENSG00000223856	0
HGNC:44923	HSPA8P8	100287551	ENSG00000229091	2
HGNC:44144	ADPGK-AS1	100287559	ENSG00000260898	4
HGNC:44026	TRMT112P7	100287567	ENSG00000270275	0
HGNC:33791	LINC00173	100287569	ENSG00000196668	5
HGNC:38742	TOMM22P6	100287573	ENSG00000241874	0
HGNC:38107	RAB9AP3	100287577	ENSG00000223655	0
HGNC:38158	ELOCP22	100287579	ENSG00000255006	0
HGNC:42093	MTND1P22	100287591	ENSG00000251407	1
HGNC:52961	LINC02106	100287592	ENSG00000251573	1
HGNC:37106	DDX11L5	100287596	ENSG00000236875	1
HGNC:30638	SSXP10	100287603	ENSG00000217330	1
HGNC:38534	TTTY28P	100287606		0
HGNC:44169	LOXL1-AS1	100287616	ENSG00000261801	7
HGNC:50823	SUPT4H1P2	100287625	ENSG00000246115	0
HGNC:43990	PSAT1P4	100287630	ENSG00000224962	0
HGNC:53726	SELENOKP3	100287632	ENSG00000225549	1
HGNC:48889	KRT18P62	100287635	ENSG00000233471	0
HGNC:48859	MTHFD2P1	100287639	ENSG00000244681	2
HGNC:38805	PCMTD1P2	100287647	ENSG00000260087	0
HGNC:43992	SUB1P2	100287680	ENSG00000258737	0
HGNC:3517	EXTL2P1	100287682	ENSG00000223976	2
HGNC:38160	ELOCP24	100287692	ENSG00000228410	0
HGNC:45025	CCDC58P2	100287708	ENSG00000236944	0
HGNC:48873	KRTAP9-12P	100287715	ENSG00000248807	0
HGNC:44669	ANKRD66	100287718	ENSG00000230062	2
HGNC:44114	AP4B1-AS1	100287722	ENSG00000226167	2
HGNC:50649	GAPDHP76	100287725	ENSG00000249840	0
HGNC:38596	TTTY13B	100287735		1
HGNC:44576	MTATP6P2	100287745	ENSG00000270307	0
HGNC:39507	ATP5MC1P4	100287755	ENSG00000227440	0
HGNC:44263	LINC00630	100287765	ENSG00000223546	4
HGNC:37633	COX6A1P3	100287768	ENSG00000216710	0
HGNC:9915	RBMY1GP	100287769		2
HGNC:38156	ELOCP20	100287778	ENSG00000229101	0
HGNC:38529	LINC00266-2P	100287785	ENSG00000248792	0
HGNC:43842	LINC00582	100287814	ENSG00000229228	0
HGNC:44042	NDUFS5P4	100287817	ENSG00000251437	1
HGNC:38528	TTTY26P	100287818		0
HGNC:42929	SETP10	100287822	ENSG00000231905	0
HGNC:38604	TTTY30P	100287844		0
HGNC:38117	GOLGA6L16P	100287845	ENSG00000197092	0
HGNC:50458	NUTF2P7	100287868	ENSG00000229324	0
HGNC:38527	TTTY27P	100287874		0
HGNC:48949	LINC00994	100287879	ENSG00000189196	1
HGNC:31362	NDUFA4P2	100287880	ENSG00000236691	1
HGNC:36981	RPL13AP25	100287887	ENSG00000136149	1
HGNC:50481	NARS1P2	100287895	ENSG00000253789	0
HGNC:34297	TTC34	100287898	ENSG00000215912	2
HGNC:38002	GM2AP2	100287900	ENSG00000239428	0
HGNC:40340	LGALS8-AS1	100287902	ENSG00000223776	1
HGNC:38711	TTTY31P	100287905		0
HGNC:50786	ZNF519P2	100287908	ENSG00000258799	0
HGNC:37350	VN1R30P	100287919		1
HGNC:17312	TIMM23	100287932	ENSG00000265354	38
HGNC:38521	TTTY24P	100287941		0
HGNC:52487	LINC01699	100287948	ENSG00000179452	1
HGNC:43005	HIGD1AP10	100287960	ENSG00000254455	0
HGNC:38169	ATP5MGP7	100287964	ENSG00000267189	0
HGNC:38613	TTTY13C	100287979		0
HGNC:50617	PRR13P4	100288008	ENSG00000264971	0
HGNC:48854	NDUFA5P12	100288013	ENSG00000248531	0
HGNC:37353	VN1R33P	100288022	ENSG00000227426	1
HGNC:42020	BRK1P1	100288031	ENSG00000219870	0
HGNC:48845	NDUFA5P3	100288035	ENSG00000234853	0
HGNC:39546	HNRNPA1P28	100288038	ENSG00000230170	0
HGNC:50787	ZNF519P3	100288042	ENSG00000258585	0
HGNC:35414	SDR42E2	100288072	ENSG00000183921	3
HGNC:44115	WTAPP1	100288077	ENSG00000255282	5
HGNC:48838	CICP22	100288083	ENSG00000226220	0
HGNC:51440	BOLA3P1	100288111	ENSG00000255469	0
HGNC:38589	OR11J7P	100288112	ENSG00000283524	0
HGNC:48592	LDLRAD4-AS1	100288122	ENSG00000267690	2
HGNC:52341	ADI1P3	100288129	ENSG00000258369	0
HGNC:42040	MTCL1P1	100288130	ENSG00000226554	1
HGNC:32000	NBPF20	100288142	ENSG00000162825	2
HGNC:38588	OR11J6P	100288148	ENSG00000285405	0
HGNC:44041	NDUFS5P3	100288149	ENSG00000233664	0
HGNC:40550	SLC9A3-AS1	100288152	ENSG00000225138	4
HGNC:39020	HMGN2P15	100288165	ENSG00000214578	1
HGNC:52414	UBE2V1P15	100288170	ENSG00000217680	0
HGNC:44023	TRMT112P4	100288173	ENSG00000236763	0
HGNC:43962	TSEN15P1	100288179	ENSG00000230865	0
HGNC:53947	LNCOC1	100288181	ENSG00000253741	1
HGNC:9254	PPIAP1	100288185	ENSG00000215351	1
HGNC:37427	VN1R104P	100288195	ENSG00000249654	1
HGNC:48984	HMGN3-AS1	100288198	ENSG00000270362	1
HGNC:39511	ATP5MC1P8	100288222	ENSG00000224948	0
HGNC:42076	MTND1P27	100288227	ENSG00000223921	0
HGNC:49329	HSPE1P10	100288235	ENSG00000249768	0
HGNC:44474	ZNHIT1P1	100288248	ENSG00000253421	0
HGNC:38026	ISCA1P5	100288250		0
HGNC:10300	RPL10P1	100288252	ENSG00000217026	1
HGNC:37428	VN1R105P	100288264	ENSG00000242856	1
HGNC:48791	HNRNPA1P61	100288283	ENSG00000187999	0
HGNC:37091	KRTAP22-2	100288287	ENSG00000206106	0
HGNC:43927	GCSHP2	100288298	ENSG00000259525	0
HGNC:31716	ATP5MDP1	100288307	ENSG00000231549	0
HGNC:39064	AK3P5	100288319	ENSG00000228816	0
HGNC:34216	KRTAP21-3	100288323	ENSG00000231068	0
HGNC:38018	H2AZP5	100288330	ENSG00000234612	0
HGNC:41980	NPIPA5	100288332	ENSG00000183793	3
HGNC:52267	NDUFB5P1	100288337	ENSG00000251025	0
HGNC:48848	NDUFA5P6	100288339	ENSG00000256310	0
HGNC:43856	SLC25A14P1	100288343	ENSG00000213608	0
HGNC:48675	NCAM1-AS1	100288346	ENSG00000227487	3
HGNC:49887	LRRC34P1	100288378	ENSG00000256371	0
HGNC:15776	ULK4P2	100288380	ENSG00000260128	4
HGNC:38108	RAB9AP4	100288397	ENSG00000235479	0
HGNC:10800	SFTPA3P	100288405	ENSG00000225827	1
HGNC:42970	ERVMER34-1	100288413	ENSG00000226887	8
HGNC:45251	NDUFB4P3	100288420	ENSG00000231096	0
